# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
10.373,4278.062,452.072,-30.347,466.923,30.475,1016.99,0.412,1016.99,0.023,116.825,2.793,32,-105.989,9.777,0.259,1.403e-7,-0.014,-1.73E-05,3.42e4,9070.294,34.184,0.203,315.288,220.938,5.991,1.427,7.006e7,0,702.049,0.482,0.482,0.206,0.101,0.175,0.069,0.415,-2.28E-04,0,0,0,0,-4.64E-04,0.058,15.748,194.778,74.216,0.037,8.457,-4.244,524.46,328.727,0.044,0.21
10.395,4288.03,451.398,-30.552,466.259,30.609,1019.567,0.414,1019.567,0.023,116.78,1.867,32,-105.989,9.777,0.345,1.739e-7,-0.002,-1.11E-05,3.42e4,9070.294,34.184,0.203,315.047,220.938,5.976,1.425,6.992e7,0,699.968,0.482,0.482,0.206,0.101,0.175,0.093,0.553,2.772e-4,0,0,0,0,-1.50E-05,0.058,15.748,194.778,74.147,0.036,8.439,-4.342,523.801,328.667,0.022,0.21
10.414,4296.452,450.829,-30.373,465.699,30.459,1021.747,0.415,1021.747,0.023,116.743,2.296,32,-105.989,9.777,0.305,1.655e-7,0.008,-1.16E-05,3.42e4,9070.294,34.184,0.203,315.241,220.938,5.988,1.424,6.98e7,0,698.113,0.483,0.483,0.206,0.101,0.176,0.082,0.489,1.004e-4,0,0,0,0,1.629e-4,0.058,15.748,194.778,74.169,0.036,8.503,-4.425,523.243,328.617,0.019,0.211
10.435,4306.081,450.184,-29.924,465.059,30.144,1024.242,0.417,1024.242,0.023,116.681,3.634,32,-105.989,9.777,0.179,1.771e-7,0.017,-2.15E-05,3.42e4,9070.294,34.184,0.203,315.75,220.938,6.021,1.422,6.967e7,0,695.948,0.483,0.483,0.206,0.101,0.176,0.048,0.287,-1.84E-04,0,0,0,0,7.06e-4,0.058,15.748,194.778,74.271,0.037,8.606,-4.52,522.606,328.56,0.021,0.211
10.467,4320.498,449.238,-29.162,464.104,29.772,1027.98,0.42,1027.98,0.023,116.522,5.999,32,-105.989,9.777,0.049,1.555e-7,-0.019,-6.67E-05,3.42e4,9070.294,34.184,0.203,316.311,220.938,6.056,1.42,6.947e7,0,692.73,0.483,0.483,0.206,0.101,0.176,0.013,0.08,-3.68E-05,0,0,0,0,-9.05E-04,0.058,15.748,194.778,74.499,0.038,8.569,-4.661,521.652,328.474,0.032,0.211
10.516,4342.067,447.858,-28.469,462.678,29.58,1033.575,0.424,1033.575,0.023,116.164,8.03,32,-105.989,9.777,0.246,1.722e-7,-0.004,-1.92E-05,3.42e4,9070.294,34.184,0.203,315.735,220.938,6.02,1.416,6.916e7,0,688.141,0.484,0.484,0.206,0.101,0.177,0.066,0.4,4.824e-4,0,0,0,0,-4.38E-05,0.058,15.748,194.778,74.737,0.04,8.497,-4.873,520.224,328.346,0.048,0.212
10.538,4352.157,447.221,-28.258,462.012,29.533,1036.192,0.426,1036.192,0.024,115.969,8.586,32,-105.989,9.777,0.3,1.671e-7,0.007,-1.13E-05,3.42e4,9070.294,34.184,0.203,315.6,220.938,6.011,1.414,6.902e7,0,686.141,0.484,0.484,0.207,0.101,0.177,0.081,0.488,-1.75E-04,0,0,0,0,1.095e-4,0.058,15.748,194.778,74.728,0.04,8.684,-4.972,519.556,328.286,0.023,0.212
10.56,4361.869,446.605,-28.451,461.371,29.455,1038.71,0.428,1038.71,0.024,115.79,7.622,32,-105.989,9.777,0.211,1.794e-7,0.017,-1.55E-05,3.42e4,9070.294,34.184,0.203,315.975,220.938,6.035,1.413,6.889e7,0,683.976,0.484,0.485,0.207,0.101,0.177,0.057,0.343,1.903e-4,0,0,0,0,6.797e-4,0.058,15.748,194.778,74.633,0.04,8.72,-5.068,518.913,328.228,0.022,0.212
10.591,4375.834,445.706,-29.041,460.451,29.49,1042.331,0.43,1042.331,0.024,115.591,5.127,32,-105.989,9.777,0.026,1.665e-7,-0.021,-1.49E-04,3.42e4,9070.294,34.184,0.203,316.733,220.938,6.083,1.41,6.868e7,0,680.764,0.485,0.485,0.207,0.101,0.177,0.007,0.043,-3.95E-04,0,0,0,0,-0.001,0.058,15.748,194.778,74.405,0.04,8.519,-5.205,517.989,328.145,0.031,0.213
10.638,4396.726,444.321,-29.64,459.072,29.747,1047.754,0.434,1047.754,0.024,115.437,2.516,32,-105.989,9.777,0.274,9.996e-8,-0.004,5.79e-6,3.42e4,9070.294,34.184,0.203,315.979,220.938,6.035,1.406,6.837e7,0,676.139,0.486,0.486,0.207,0.101,0.178,0.075,0.451,-2.12E-04,0,0,0,0,-4.79E-05,0.057,15.748,194.778,74.15,0.038,8.005,-5.41,516.606,328.02,0.047,0.213
10.658,4405.806,443.711,-29.774,458.472,29.83,1050.114,0.436,1050.114,0.024,115.399,1.839,32,-105.989,9.777,0.337,1.683e-7,0.006,-1.67E-06,3.42e4,9070.294,34.184,0.203,315.815,220.938,6.025,1.404,6.823e7,0,674.119,0.486,0.486,0.207,0.1,0.178,0.092,0.556,2.507e-5,0,0,0,0,8.367e-5,0.057,15.748,194.778,74.151,0.038,7.734,-5.499,516.005,327.966,0.02,0.214
10.678,4414.475,443.131,-29.54,457.901,29.639,1052.369,0.438,1052.369,0.024,115.359,2.422,32,-105.989,9.777,0.28,1.523e-7,0.016,-1.59E-05,3.42e4,9070.294,34.184,0.203,316.077,220.938,6.041,1.402,6.81e7,0,672.026,0.486,0.486,0.207,0.1,0.178,0.076,0.461,4.917e-4,0,0,0,0,6.509e-4,0.057,15.748,194.778,74.231,0.038,7.443,-5.584,515.431,327.915,0.02,0.214
10.702,4424.992,442.435,-29.027,457.208,29.294,1055.109,0.44,1055.109,0.024,115.284,3.946,32,-105.989,9.777,0.13,1.634e-7,0.024,-1.68E-05,3.42e4,9070.294,34.184,0.203,316.681,220.938,6.08,1.4,6.794e7,0,669.462,0.487,0.487,0.208,0.1,0.179,0.035,0.213,-2.49E-04,0,0,0,0,0.001,0.057,15.748,194.778,74.41,0.039,7.099,-5.688,514.735,327.852,0.024,0.214
10.737,4440.737,441.419,-28.139,456.175,28.944,1059.213,0.443,1059.213,0.024,115.088,6.78,32,-105.989,9.777,0.151,1.791e-7,-0.022,-3.37E-05,3.42e4,9070.294,34.184,0.203,316.701,220.938,6.081,1.397,6.77e7,0,665.955,0.487,0.487,0.208,0.1,0.179,0.041,0.253,3.639e-4,0,0,0,0,-0.001,0.057,15.748,194.778,74.734,0.04,6.781,-5.842,513.693,327.758,0.036,0.215
10.777,4458.124,440.325,-27.533,455.036,28.86,1063.746,0.446,1063.746,0.024,114.768,8.65,32,-105.989,9.777,0.336,1.472e-7,-0.005,-2.28E-06,3.42e4,9070.294,34.184,0.203,316.144,220.938,6.046,1.394,6.746e7,0,662.433,0.488,0.488,0.208,0.1,0.179,0.093,0.561,-1.62E-04,0,0,0,0,-5.97E-05,0.057,15.748,194.778,74.943,0.042,6.711,-6.013,512.542,327.655,0.039,0.215
10.795,4466.164,439.824,-27.428,454.51,28.824,1065.841,0.447,1065.841,0.024,114.603,8.861,32,-105.989,9.777,0.358,1.509e-7,0.007,-9.16E-06,3.42e4,9070.294,34.184,0.203,316.11,220.938,6.043,1.393,6.735e7,0,660.791,0.488,0.488,0.208,0.1,0.18,0.099,0.598,3.511e-4,0,0,0,0,1.086e-4,0.057,15.748,194.778,74.936,0.042,6.739,-6.092,512.01,327.607,0.018,0.215
10.814,4474.369,439.31,-27.719,453.973,28.724,1067.978,0.449,1067.979,0.024,114.448,7.532,32,-105.989,9.777,0.233,1.349e-7,0.016,-2.51E-05,3.42e4,9070.294,34.184,0.203,316.605,220.938,6.075,1.391,6.722e7,0,658.696,0.488,0.488,0.208,0.1,0.18,0.064,0.39,-2.06E-05,0,0,0,0,6.59e-4,0.057,15.748,194.778,74.856,0.042,6.36,-6.173,511.467,327.558,0.019,0.216
10.842,4486.657,438.524,-28.401,453.17,28.782,1071.18,0.451,1071.18,0.024,114.278,4.668,32,-105.989,9.777,0.044,1.423e-7,-0.02,-1.04E-04,3.42e4,9070.294,34.184,0.203,317.37,220.938,6.123,1.388,6.702e7,0,655.558,0.489,0.489,0.208,0.1,0.18,0.012,0.074,3.66e-4,0,0,0,0,-0.001,0.057,15.748,194.778,74.661,0.042,5.575,-6.293,510.653,327.485,0.028,0.216
10.884,4505.049,437.322,-28.571,451.968,28.81,1075.976,0.455,1075.976,0.024,114.125,3.706,32,-105.989,9.777,0.141,1.173e-7,-0.009,-2.44E-06,3.42e4,9070.294,34.184,0.203,317.096,220.938,6.106,1.386,6.679e7,0,652.273,0.489,0.489,0.209,0.1,0.18,0.039,0.238,5.25e-5,0,0,0,0,-2.28E-04,0.057,15.748,194.778,74.42,0.04,6.44,-6.474,509.436,327.376,0.042,0.217
10.924,4522.712,436.164,-28.822,450.814,28.921,1080.589,0.459,1080.589,0.024,113.992,2.398,32,-105.989,9.777,0.267,1.342e-7,-6.66E-04,4.952e-7,3.42e4,9070.294,34.184,0.203,316.752,220.938,6.084,1.382,6.653e7,0,648.417,0.49,0.49,0.209,0.1,0.181,0.074,0.452,-7.77E-05,0,0,0,0,-1.15E-06,0.056,15.748,194.778,74.349,0.039,5.945,-6.648,508.267,327.27,0.04,0.217
10.949,4533.442,435.452,-28.872,450.113,28.934,1083.395,0.461,1083.395,0.024,113.943,1.905,32,-105.989,9.777,0.311,1.458e-7,0.014,-1.05E-06,3.42e4,9070.294,34.184,0.203,316.677,220.938,6.079,1.379,6.634e7,0,645.639,0.49,0.49,0.209,0.1,0.181,0.087,0.527,4.653e-4,0,0,0,0,4.947e-4,0.056,15.748,194.778,74.419,0.039,4.906,-6.753,507.556,327.207,0.025,0.218
10.97,4542.83,434.833,-28.449,449.501,28.624,1085.853,0.463,1085.853,0.024,113.89,3.164,32,-105.988,9.777,0.185,1.083e-7,0.023,-2.57E-05,3.42e4,9070.294,34.184,0.203,317.179,220.938,6.111,1.378,6.62e7,0,643.438,0.49,0.49,0.209,0.1,0.181,0.051,0.312,-1.79E-04,0,0,0,0,0.001,0.056,15.748,194.778,74.566,0.04,4.665,-6.845,506.935,327.151,0.022,0.218
11.003,4556.887,433.926,-27.66,448.587,28.239,1089.536,0.465,1089.536,0.024,113.745,5.686,32,-105.988,9.777,0.073,1.656e-7,-0.025,-7.75E-05,3.42e4,9070.294,34.184,0.203,317.658,220.938,6.142,1.375,6.599e7,0,640.29,0.491,0.491,0.209,0.1,0.182,0.02,0.125,-1.94E-04,0,0,0,0,-0.002,0.056,15.748,194.778,74.863,0.042,4.32,-6.983,506.005,327.067,0.032,0.218
11.051,4577.918,432.603,-27.13,447.221,28.056,1095.049,0.469,1095.049,0.025,113.409,7.149,32,-105.988,9.777,0.228,2.036e-7,-0.009,-3.53E-05,3.42e4,9070.294,34.184,0.203,317.231,220.938,6.115,1.37,6.566e7,0,635.426,0.492,0.492,0.21,0.099,0.182,0.064,0.391,3.864e-4,0,0,0,0,-2.30E-04,0.056,15.748,194.778,75.188,0.044,3.19,-7.19,504.613,326.942,0.049,0.219
11.076,4588.786,431.927,-26.83,446.517,28.016,1097.898,0.472,1097.898,0.025,113.209,8.063,32,-105.988,9.776,0.321,1.555e-7,0.003,-2.17E-05,3.42e4,9070.294,34.184,0.203,316.953,220.938,6.097,1.369,6.552e7,0,633.411,0.492,0.492,0.21,0.099,0.183,0.09,0.55,2.937e-4,0,0,0,0,1.703e-5,0.056,15.748,194.778,75.221,0.045,3.373,-7.297,503.893,326.877,0.025,0.219
11.098,4597.884,431.361,-26.885,445.927,27.948,1100.283,0.473,1100.283,0.025,113.042,7.634,32,-105.988,9.776,0.28,1.464e-7,0.013,-2.43E-05,3.42e4,9070.294,34.184,0.203,317.138,220.938,6.109,1.367,6.54e7,0,631.597,0.492,0.492,0.21,0.099,0.183,0.079,0.48,-2.46E-04,0,0,0,0,4.576e-4,0.056,15.748,194.778,75.158,0.045,3.526,-7.386,503.291,326.823,0.021,0.22
11.122,4608.466,430.693,-27.552,445.242,27.965,1103.056,0.476,1103.056,0.025,112.888,4.787,32,-105.988,9.776,0.002,1.481e-7,-0.019,-0.003,3.42e4,9070.294,34.184,0.203,318.202,220.938,6.176,1.364,6.521e7,0,628.695,0.493,0.493,0.21,0.099,0.183,5.48e-4,0.005,-4.75E-04,0,0,0,0,-9.23E-04,0.056,15.748,194.778,75.007,0.044,2.399,-7.49,502.622,326.76,0.025,0.22
11.159,4624.307,429.66,-28.277,444.217,28.328,1107.211,0.479,1107.211,0.025,112.79,1.693,32,-105.988,9.776,0.31,1.28e-7,-0.005,-4.84E-06,3.42e4,9070.294,34.184,0.203,317.207,220.938,6.113,1.361,6.495e7,0,624.968,0.493,0.494,0.21,0.099,0.184,0.088,0.536,-2.93E-04,0,0,0,0,-6.49E-05,0.056,15.748,194.778,74.818,0.043,1.037,-7.646,501.62,326.666,0.037,0.22
11.179,4632.953,429.09,-28.229,443.658,28.28,1109.482,0.481,1109.482,0.025,112.761,1.697,32,-105.988,9.776,0.31,1.424e-7,0.004,-2.08E-05,3.42e4,9070.294,34.184,0.203,317.241,220.938,6.115,1.359,6.484e7,0,623.359,0.494,0.494,0.211,0.099,0.184,0.088,0.537,2.893e-5,0,0,0,0,4.805e-5,0.056,15.748,194.778,74.812,0.042,1.227,-7.73,501.074,326.614,0.02,0.221
11.201,4642.502,428.465,-27.862,443.042,28.005,1111.992,0.483,1111.992,0.025,112.711,2.831,32,-105.988,9.776,0.196,1.407e-7,0.013,-1.83E-05,3.42e4,9070.294,34.184,0.203,317.685,220.938,6.143,1.358,6.472e7,0,621.478,0.494,0.494,0.211,0.099,0.184,0.055,0.338,-4.32E-04,0,0,0,0,4.811e-4,0.055,15.748,194.778,74.887,0.042,1.442,-7.824,500.47,326.557,0.022,0.221
11.235,4656.799,427.547,-27.12,442.119,27.63,1115.755,0.485,1115.755,0.025,112.574,5.286,32,-105.988,9.776,0.058,1.574e-7,-0.016,-9.98E-05,3.42e4,9070.294,34.184,0.203,318.231,220.938,6.178,1.356,6.455e7,0,618.815,0.494,0.494,0.211,0.099,0.184,0.016,0.101,1.16e-4,0,0,0,0,-7.14E-04,0.055,15.748,194.778,75.085,0.043,1.846,-7.965,499.566,326.472,0.033,0.222
11.285,4678.143,426.214,-26.505,440.743,27.462,1121.376,0.49,1121.376,0.025,112.232,7.186,32,-105.988,9.776,0.255,1.458e-7,0.001,-2.08E-05,3.42e4,9070.294,34.184,0.203,317.614,220.938,6.139,1.352,6.428e7,0,615.03,0.495,0.495,0.211,0.099,0.185,0.072,0.444,-3.64E-04,0,0,0,0,5.151e-6,0.055,15.748,194.778,75.259,0.045,2.378,-8.174,498.216,326.345,0.05,0.222
11.307,4687.775,425.618,-26.401,440.123,27.412,1123.912,0.492,1123.912,0.025,112.059,7.376,32,-105.988,9.776,0.276,1.303e-7,0.011,-1.81E-05,3.42e4,9070.294,34.184,0.203,317.578,220.938,6.137,1.351,6.416e7,0,613.239,0.495,0.495,0.211,0.099,0.185,0.078,0.481,-4.68E-04,0,0,0,0,3.337e-4,0.055,15.748,194.778,75.211,0.045,2.517,-8.269,497.607,326.288,0.023,0.222
11.333,4698.535,424.947,-26.709,439.43,27.361,1126.745,0.494,1126.745,0.025,111.889,5.936,32,-105.988,9.776,0.13,1.343e-7,0.019,-2.16E-05,3.42e4,9070.294,34.184,0.203,318.141,220.938,6.172,1.349,6.402e7,0,610.993,0.495,0.495,0.211,0.099,0.185,0.037,0.225,-3.24E-04,0,0,0,0,0.001,0.055,15.748,194.778,75.066,0.045,2.467,-8.375,496.927,326.224,0.025,0.223
11.371,4714.643,423.921,-27.217,438.394,27.468,1130.988,0.497,1130.988,0.025,111.714,3.704,32,-105.988,9.776,0.103,1.261e-7,-0.018,-2.56E-05,3.42e4,9070.294,34.184,0.203,318.301,220.938,6.183,1.346,6.381e7,0,607.929,0.496,0.496,0.212,0.099,0.186,0.029,0.181,4.101e-4,0,0,0,0,-8.77E-04,0.055,15.748,194.778,74.786,0.044,2.629,-8.533,495.908,326.128,0.038,0.223
11.421,4735.805,422.55,-27.41,437.033,27.532,1136.57,0.502,1136.57,0.025,111.578,2.585,32,-105.988,9.776,0.22,1.208e-7,-0.003,-1.82E-05,3.42e4,9070.294,34.184,0.203,317.968,220.938,6.161,1.343,6.354e7,0,604.051,0.497,0.497,0.212,0.099,0.186,0.063,0.386,-3.46E-05,0,0,0,0,-2.84E-05,0.055,15.748,194.778,74.577,0.043,2.926,-8.741,494.57,326.002,0.05,0.223
11.448,4747.264,421.804,-27.33,436.296,27.456,1139.598,0.504,1139.598,0.025,111.515,2.637,32,-105.988,9.776,0.214,1.424e-7,0.007,4.006e-6,3.42e4,9070.294,34.184,0.203,318.034,220.938,6.166,1.341,6.339e7,0,601.837,0.497,0.497,0.212,0.099,0.186,0.061,0.377,2.672e-5,0,0,0,0,1.47e-4,0.055,15.748,194.778,74.602,0.043,2.946,-8.853,493.846,325.934,0.027,0.224
11.481,4761.132,420.917,-26.597,435.406,27.073,1143.266,0.507,1143.266,0.025,111.389,5.053,32,-105.988,9.776,0.04,1.253e-7,-0.011,-3.10E-05,3.42e4,9070.294,34.184,0.203,318.692,220.938,6.207,1.339,6.324e7,0,599.599,0.497,0.497,0.212,0.098,0.187,0.011,0.07,3.789e-4,0,0,0,0,-3.68E-04,0.055,15.748,194.778,74.733,0.044,3.883,-8.99,492.969,325.851,0.033,0.224
11.53,4781.88,419.625,-26.173,434.076,26.897,1148.757,0.512,1148.757,0.026,111.072,6.203,32,-105.988,9.776,0.163,1.263e-7,0.004,-3.66E-05,3.42e4,9070.294,34.184,0.203,318.323,220.938,6.184,1.336,6.298e7,0,595.893,0.498,0.498,0.212,0.098,0.187,0.047,0.289,-1.45E-04,0,0,0,0,4.723e-5,0.054,15.748,194.778,74.837,0.046,4.32,-9.193,491.657,325.728,0.049,0.225
11.564,4795.979,418.746,-26.217,433.173,26.834,1152.49,0.515,1152.49,0.026,110.861,5.723,32,-105.988,9.776,0.116,1.33e-7,0.01,-2.99E-05,3.42e4,9070.294,34.184,0.203,318.549,220.938,6.198,1.334,6.279e7,0,593.083,0.498,0.498,0.213,0.098,0.187,0.033,0.205,3.64e-5,0,0,0,0,2.926e-4,0.054,15.748,194.778,74.754,0.046,4.18,-9.332,490.766,325.644,0.034,0.225
11.614,4816.883,417.424,-26.561,431.835,26.864,1158.026,0.519,1158.027,0.026,110.627,4.025,32,-105.988,9.776,0.065,6.197e-8,-0.009,5.823e-6,3.42e4,9070.294,34.184,0.203,318.808,220.938,6.215,1.33,6.252e7,0,589.097,0.499,0.499,0.213,0.098,0.188,0.018,0.115,4.195e-4,0,0,0,0,-2.33E-04,0.054,15.748,194.778,74.534,0.045,4.228,-9.537,489.444,325.519,0.05,0.225
11.664,4837.721,416.093,-26.552,430.502,26.803,1163.553,0.523,1163.553,0.026,110.448,3.66,32,-105.988,9.776,0.104,9.516e-8,-0.003,6.112e-6,3.42e4,9070.294,34.184,0.203,318.735,220.938,6.21,1.327,6.226e7,0,585.413,0.5,0.5,0.213,0.098,0.188,0.03,0.186,-5.47E-06,0,0,0,0,-2.64E-05,0.054,15.748,194.778,74.406,0.044,4.714,-9.742,488.126,325.395,0.05,0.226
11.714,4858.493,414.77,-26.263,429.175,26.61,1169.071,0.528,1169.071,0.026,110.258,4.284,32,-105.988,9.776,0.035,1.115e-7,0.003,-4.56E-06,3.42e4,9070.294,34.184,0.203,319.05,220.938,6.23,1.323,6.2e7,0,581.615,0.5,0.5,0.213,0.098,0.189,0.01,0.063,4.557e-4,0,0,0,0,2.292e-5,0.054,15.748,194.778,74.429,0.044,4.997,-9.946,486.813,325.272,0.05,0.226
11.764,4879.199,413.467,-25.852,427.854,26.402,1174.578,0.532,1174.578,0.026,110.018,5.361,32,-105.988,9.776,0.085,1.223e-7,-0.002,-2.96E-05,3.42e4,9070.294,34.184,0.203,318.939,220.938,6.223,1.32,6.174e7,0,577.922,0.501,0.501,0.214,0.098,0.189,0.024,0.152,4.912e-4,0,0,0,0,-1.14E-05,0.054,15.748,194.778,74.503,0.045,5.365,-10.149,485.504,325.148,0.05,0.227
11.814,4899.84,412.184,-25.692,426.539,26.284,1180.072,0.537,1180.072,0.026,109.723,5.547,32,-105.987,9.776,0.106,1.262e-7,0.009,-5.13E-06,3.42e4,9070.294,34.184,0.203,318.922,220.938,6.222,1.317,6.15e7,0,574.409,0.501,0.501,0.214,0.098,0.19,0.031,0.19,-1.36E-04,0,0,0,0,2.195e-4,0.053,15.748,194.778,74.45,0.046,6.009,-10.352,484.199,325.026,0.05,0.227
11.864,4920.417,410.893,-26.026,425.228,26.319,1185.552,0.542,1185.552,0.026,109.48,3.92,32,-105.987,9.775,0.071,9.224e-8,-0.009,-1.81E-05,3.42e4,9070.294,34.184,0.203,319.118,220.938,6.234,1.313,6.122e7,0,570.403,0.502,0.502,0.214,0.098,0.19,0.02,0.128,2.405e-4,0,0,0,0,-2.54E-04,0.053,15.748,194.778,74.254,0.046,5.754,-10.554,482.898,324.903,0.05,0.227
11.914,4940.929,409.582,-26.158,423.923,26.332,1191.022,0.546,1191.022,0.026,109.329,3.023,32,-105.987,9.775,0.167,9.186e-8,0.002,1.496e-6,3.42e4,9070.294,34.184,0.203,318.85,220.938,6.217,1.31,6.093e7,0,566.367,0.503,0.503,0.214,0.097,0.191,0.049,0.301,-3.01E-05,0,0,0,0,1.585e-5,0.053,15.748,194.778,74.162,0.045,5.298,-10.756,481.601,324.781,0.05,0.228
11.95,4955.944,408.625,-25.894,422.968,26.15,1195.032,0.549,1195.032,0.026,109.215,3.647,32,-105.987,9.775,0.096,1.04e-7,0.01,-2.40E-05,3.42e4,9070.294,34.184,0.203,319.148,220.938,6.236,1.307,6.074e7,0,563.542,0.503,0.503,0.215,0.097,0.191,0.028,0.173,2.789e-4,0,0,0,0,2.767e-4,0.053,15.748,194.778,74.25,0.045,5.289,-10.903,480.651,324.692,0.037,0.228
12,4976.343,407.347,-25.298,421.674,25.861,1200.487,0.554,1200.488,0.026,108.984,5.368,32,-105.987,9.775,0.101,1.304e-7,-0.008,-3.45E-05,3.42e4,9070.294,34.184,0.203,319.188,220.938,6.239,1.303,6.047e7,0,559.781,0.504,0.504,0.215,0.097,0.192,0.03,0.184,-4.19E-04,0,0,0,0,-1.67E-04,0.053,15.748,194.778,74.448,0.045,5.304,-11.103,479.361,324.57,0.05,0.228
12.05,4996.679,406.094,-25.022,420.385,25.724,1205.929,0.559,1205.929,0.027,108.68,5.969,32,-105.987,9.775,0.172,9.066e-8,0.004,-1.61E-05,3.42e4,9070.294,34.184,0.203,318.994,220.938,6.227,1.3,6.022e7,0,556.186,0.505,0.505,0.215,0.097,0.192,0.05,0.314,-1.38E-04,0,0,0,0,4.593e-5,0.053,15.748,194.778,74.498,0.046,5.513,-11.303,478.076,324.449,0.05,0.229
12.087,5011.728,405.174,-24.759,419.433,25.651,1209.957,0.562,1209.957,0.027,108.433,6.706,32,-105.987,9.775,0.251,1.207e-7,0.017,-4.53E-05,3.42e4,9070.294,34.184,0.203,318.738,220.938,6.21,1.299,6.008e7,0,554.468,0.505,0.505,0.215,0.097,0.192,0.074,0.457,3.476e-4,0,0,0,0,8.957e-4,0.053,15.748,194.778,74.354,0.047,7.069,-11.451,477.124,324.36,0.037,0.229
12.116,5023.332,404.461,-25.297,418.698,25.705,1213.062,0.565,1213.062,0.027,108.256,4.559,32,-105.987,9.775,0.01,1.338e-7,0.026,-9.59E-04,3.42e4,9070.294,34.184,0.203,319.626,220.938,6.267,1.297,5.992e7,0,552.375,0.506,0.506,0.215,0.097,0.193,0.003,0.016,-8.93E-05,0,0,0,0,0.002,0.052,15.748,194.778,74.12,0.047,6.885,-11.565,476.39,324.29,0.029,0.229
12.159,5040.698,403.345,-26.241,417.597,26.258,1217.714,0.569,1217.714,0.027,108.165,0.954,32,-105.987,9.775,0.395,1.059e-7,-0.007,-1.55E-05,3.42e4,9070.294,34.184,0.203,318.34,220.938,6.185,1.293,5.964e7,0,549.148,0.507,0.507,0.216,0.098,0.193,0.117,0.723,-7.69E-05,0,0,0,0,-1.46E-04,0.052,15.748,194.778,73.817,0.046,5.465,-11.736,475.292,324.187,0.043,0.23
12.176,5047.557,402.896,-26.32,417.161,26.327,1219.555,0.57,1219.555,0.027,108.157,0.594,32,-105.987,9.775,0.437,1.193e-7,0.002,-1.12E-05,3.42e4,9070.294,34.184,0.203,318.212,220.938,6.177,1.292,5.956e7,0,548.147,0.507,0.507,0.216,0.098,0.194,0.13,0.8,-4.88E-04,0,0,0,0,1.081e-5,0.052,15.748,194.778,73.796,0.046,5.599,-11.803,474.859,324.146,0.017,0.23
12.194,5054.605,402.438,-26.078,416.714,26.11,1221.448,0.572,1221.448,0.027,108.141,1.292,32,-105.987,9.775,0.358,1.22e-7,0.012,-4.09E-06,3.42e4,9070.294,34.184,0.203,318.5,220.938,6.195,1.29,5.947e7,0,546.957,0.507,0.508,0.216,0.098,0.194,0.106,0.656,4.246e-4,0,0,0,0,4.433e-4,0.052,15.748,194.778,73.842,0.046,5.737,-11.872,474.413,324.104,0.018,0.231
12.215,5063.225,401.884,-25.536,416.168,25.712,1223.765,0.574,1223.765,0.027,108.097,3.004,32,-105.987,9.775,0.163,1.286e-7,0.02,-1.28E-05,3.42e4,9070.294,34.184,0.203,319.199,220.938,6.24,1.289,5.938e7,0,545.562,0.508,0.508,0.216,0.098,0.194,0.048,0.299,-3.58E-05,0,0,0,0,0.001,0.052,15.748,194.778,73.972,0.046,6.129,-11.957,473.868,324.053,0.021,0.231
12.247,5076.133,401.078,-24.638,415.352,25.351,1227.238,0.577,1227.239,0.027,107.95,5.966,32,-105.987,9.775,0.179,9.949e-8,-0.019,-3.42E-06,3.42e4,9070.294,34.184,0.203,319.166,220.938,6.238,1.288,5.924e7,0,543.808,0.508,0.508,0.216,0.098,0.194,0.053,0.33,-3.05E-04,0,0,0,0,-0.001,0.052,15.748,194.778,74.22,0.046,6.859,-12.084,473.052,323.976,0.032,0.231
12.287,5092.012,400.112,-24.324,414.349,25.26,1231.512,0.58,1231.512,0.027,107.682,6.814,32,-105.987,9.775,0.283,1.295e-7,-0.004,-1.70E-05,3.42e4,9070.294,34.184,0.203,318.85,220.938,6.217,1.285,5.901e7,0,541.079,0.509,0.509,0.216,0.098,0.195,0.084,0.52,-1.19E-04,0,0,0,0,-5.78E-05,0.052,15.748,194.778,74.395,0.047,6.357,-12.24,472.048,323.882,0.04,0.232
